ID_DSTOCKS,ID_TOKEN,TOKEN,POS
dante_01_441032165967814656l,10,a,DET
dante_01_441032165967814656l,11,sua,DET
dante_01_441032165967814656l,12,#petr4,PROPN
dante_01_441032165967814656l,13,.,PUNCT
dante_01_441032165967814656l,14,Abraços,NOUN
dante_01_441032165967814656l,15,!,PUNCT
dante_01_441039322330849281l,1,Em,ADP
dante_01_441039322330849281l,2,a,DET
dante_01_441039322330849281l,3,#VALE5,PROPN
dante_01_441039322330849281l,4,temos,VERB
dante_01_441039322330849281l,5,sub,NOUN
dante_01_441039322330849281l,6,Onda,X
dante_01_441039322330849281l,7,5,NUM
dante_01_441039322330849281l,8,em,ADP
dante_01_441039322330849281l,9,a,DET
dante_01_441039322330849281l,10,min,NOUN
dante_01_441039322330849281l,11,de,ADP
dante_01_441039322330849281l,12,sexta,NOUN
dante_01_441039322330849281l,13,passada,ADJ
dante_01_441039322330849281l,14,",",PUNCT
dante_01_441039322330849281l,15,alvos,NOUN
dante_01_441039322330849281l,16,30,NUM
dante_01_441039322330849281l,17,e,CCONJ
dante_01_441039322330849281l,18,"31,3",NUM
dante_01_441039322330849281l,19,e,CCONJ
dante_01_441039322330849281l,20,33,NUM
dante_01_441039322330849281l,21,",",PUNCT
dante_01_441039322330849281l,22,abaixo,ADV
dante_01_441039322330849281l,23,de,ADP
dante_01_441039322330849281l,24,"28,7",NUM
dante_01_441039322330849281l,25,alvo,NOUN
dante_01_441039322330849281l,26,"26,9",NUM
dante_01_441039322330849281l,27,http://t.co/ebM4xZbPAN,SYM
dante_01_441058259676303361l,1,Fevereiro,NOUN
dante_01_441058259676303361l,2,2014,NUM
dante_01_441058259676303361l,3,:,PUNCT
dante_01_441058259676303361l,4,Ainda,ADV
dante_01_441058259676303361l,5,não,ADV
dante_01_441058259676303361l,6,é,AUX
dante_01_441058259676303361l,7,o,DET
dante_01_441058259676303361l,8,momento,NOUN
dante_01_441058259676303361l,9,de,ADP
dante_01_441058259676303361l,10,entrar,VERB
dante_01_441058259676303361l,11,:,PUNCT
dante_01_441058259676303361l,12,VALE5,PROPN
dante_01_441058259676303361l,13,",",PUNCT
dante_01_441058259676303361l,14,CSNA3,PROPN
dante_01_441058259676303361l,15,ou,CCONJ
dante_01_441058259676303361l,16,PETR4,PROPN
dante_01_441058259676303361l,17,.,PUNCT
dante_01_441058259676303361l,18,Tendência,NOUN
dante_01_441058259676303361l,19,e,CCONJ
dante_01_441058259676303361l,20,resultados,NOUN
dante_01_441058259676303361l,21,favoráveis,ADJ
dante_01_441058259676303361l,22,:,PUNCT
dante_01_441058259676303361l,23,ESTC3,PROPN
dante_01_441058259676303361l,24,",",PUNCT
dante_01_441058259676303361l,25,PSSA3,PROPN
dante_01_441058259676303361l,26,",",PUNCT
dante_01_441058259676303361l,27,EMBR3,PROPN
dante_01_441058259676303361l,28,e,CCONJ
dante_01_441058259676303361l,29,WEGE3,PROPN
dante_01_441058259676303361l,30,.,PUNCT
dante_01_441059154015162368l,1,@Jgrafista11,PROPN
dante_01_441059154015162368l,2,Se,SCONJ
dante_01_441059154015162368l,3,puder,VERB
dante_01_441059154015162368l,4,",",PUNCT
dante_01_441059154015162368l,5,faça,VERB
dante_01_441059154015162368l,6,o,DET
dante_01_441059154015162368l,7,BBAS3,PROPN
dante_01_441059154015162368l,8,",",PUNCT
dante_01_441059154015162368l,9,valeu,VERB
dante_01_441059154015162368l,10,!,PUNCT
dante_01_441060770843852800l,1,Ouro,NOUN
dante_01_441060770843852800l,2,:,PUNCT
dante_01_441060770843852800l,3,AEDU3,PROPN
dante_01_441060770843852800l,4,Fusão,NOUN
dante_01_441060770843852800l,5,só,ADV
dante_01_441060770843852800l,6,depende,VERB
dante_01_441060770843852800l,7,de,ADP
dante_01_441060770843852800l,8,o,DET
dante_01_441060770843852800l,9,CADE,PROPN
dante_01_441060770843852800l,10,em,ADP
dante_01_441060770843852800l,11,jun/14,NOUN
dante_01_441060770843852800l,12,1,NUM
dante_01_441060770843852800l,13,AEDU,PROPN
dante_01_441060770843852800l,14,=,SYM
dante_01_441060770843852800l,15,"0,4548",NUM
dante_01_441060770843852800l,16,KROT,PROPN
dante_01_441060770843852800l,17,"43,7",NUM
dante_01_441060770843852800l,18,*,SYM
dante_01_441060770843852800l,19,"0,4548",NUM
dante_01_441060770843852800l,20,=,SYM
dante_01_441060770843852800l,21,"19,87",NUM
dante_01_441060770843852800l,22,"19,87",NUM
dante_01_441060770843852800l,23,/,SYM
dante_01_441060770843852800l,24,"13,13",NUM
dante_01_441060770843852800l,25,=,SYM
dante_01_441060770843852800l,26,51,NUM
dante_01_441060770843852800l,27,%,SYM
dante_01_441060770843852800l,28,51,NUM
dante_01_441060770843852800l,29,%,SYM
dante_01_441060770843852800l,30,de,ADP
dante_01_441060770843852800l,31,espaço,NOUN
dante_01_441060770843852800l,32,pra,ADP
dante_01_441060770843852800l,33,altas,NOUN
dante_01_441060770843852800l,34,!,PUNCT
dante_01_441060770843852800l,35,!,PUNCT
dante_01_441062415631798272l,1,#BBAS3,PROPN
dante_01_441062415631798272l,2,fêz,VERB
dante_01_441062415631798272l,3,Onda,NOUN
dante_01_441062415631798272l,4,3,NUM
dante_01_441062415631798272l,5,de,ADP
dante_01_441062415631798272l,6,fundo,NOUN
dante_01_441062415631798272l,7,dia,NOUN
dante_01_441062415631798272l,8,19/02,NUM
dante_01_441062415631798272l,9,e,CCONJ
dante_01_441062415631798272l,10,tem,VERB
dante_01_441062415631798272l,11,alvo,NOUN
dante_01_441062415631798272l,12,de,ADP
dante_01_441062415631798272l,13,Onda,NOUN
dante_01_441062415631798272l,14,4,NUM
dante_01_441062415631798272l,15,entre,ADP
dante_01_441062415631798272l,16,"21,00",NUM
dante_01_441062415631798272l,17,e,CCONJ
dante_01_441062415631798272l,18,"22,10",NUM
dante_01_441062415631798272l,19,",",PUNCT
dante_01_441062415631798272l,20,sup,NOUN
dante_01_441062415631798272l,21,em,ADP
dante_01_441062415631798272l,22,"19,30",NUM
dante_01_441062415631798272l,23,e,CCONJ
dante_01_441062415631798272l,24,"18,00",NUM
dante_01_441062415631798272l,25,http://t.co/6xvCwDA8aM,SYM
dante_01_441069121468653568l,1,#cmig4,PROPN
dante_01_441069121468653568l,2,Por,ADP
dante_01_441069121468653568l,3,o,DET
dante_01_441069121468653568l,4,o,PRON
dante_01_441069121468653568l,5,que,PRON
dante_01_441069121468653568l,6,vi,VERB
dante_01_441069121468653568l,7,segunda,NOUN
dante_01_441069121468653568l,8,e,CCONJ
dante_01_441069121468653568l,9,terça,NOUN
dante_01_441069121468653568l,10,cmig,PROPN
dante_01_441069121468653568l,11,está,AUX
dante_01_441069121468653568l,12,inclinada,ADJ
dante_01_441069121468653568l,13,para,ADP
dante_01_441069121468653568l,14,alta,NOUN
dante_01_441069121468653568l,15,.,PUNCT
dante_01_441195166905290753l,1,Papeis,NOUN
dante_01_441195166905290753l,2,que,PRON
dante_01_441195166905290753l,3,negociaram,VERB
dante_01_441195166905290753l,4,mais,DET
dante_01_441195166905290753l,5,taxas,NOUN
dante_01_441195166905290753l,6,#KROT3,PROPN
dante_01_441195166905290753l,7,",",PUNCT
dante_01_441195166905290753l,8,#OIBR4,PROPN
dante_01_441195166905290753l,9,",",PUNCT
dante_01_441195166905290753l,10,#RENT3,PROPN
dante_01_441195166905290753l,11,",",PUNCT
dante_01_441195166905290753l,12,#BRSR6,PROPN
dante_01_441195166905290753l,13,Intrusos,NOUN
dante_01_441195166905290753l,14,são,AUX
dante_01_441195166905290753l,15,o,DET
dante_01_441195166905290753l,16,primeiro,ADJ
dante_01_441195166905290753l,17,e,CCONJ
dante_01_441195166905290753l,18,último,NOUN
dante_01_441195166905290753l,19,.,PUNCT
dante_01_441195166905290753l,20,Olho,NOUN
dante_01_441195166905290753l,21,em,ADP
dante_01_441195166905290753l,22,eles,PRON
dante_01_441195166905290753l,23,!,PUNCT
dante_01_441195166905290753l,24,@ferrisss,PROPN
dante_01_441195166905290753l,25,@dfittarelli,PROPN
dante_01_441209700580077569l,1,#ESTC3,PROPN
dante_01_441209700580077569l,2,acumula,VERB
dante_01_441209700580077569l,3,7,NUM
dante_01_441209700580077569l,4,pregões,NOUN
dante_01_441209700580077569l,5,seguidos,ADJ
dante_01_441209700580077569l,6,de,ADP
dante_01_441209700580077569l,7,alta,NOUN
dante_01_441209700580077569l,8,.,PUNCT
dante_01_441209700580077569l,9,#FLRY3,PROPN
dante_01_441209700580077569l,10,",",PUNCT
dante_01_441209700580077569l,11,#ANIM3,PROPN
dante_01_441209700580077569l,12,e,CCONJ
dante_01_441209700580077569l,13,#CVCB3,PROPN
dante_01_441209700580077569l,14,já,ADV
dante_01_441209700580077569l,15,estão,AUX
dante_01_441209700580077569l,16,com,ADP
dante_01_441209700580077569l,17,6,NUM
dante_01_441209700580077569l,18,altas,NOUN
dante_01_441209700580077569l,19,consecutivas,ADJ
dante_01_441209700580077569l,20,.,PUNCT
dante_01_441209700580077569l,21,#LPSB3,PROPN
dante_01_441209700580077569l,22,e,CCONJ
dante_01_441209700580077569l,23,#MGLU3,PROPN
dante_01_441209700580077569l,24,com,ADP
dante_01_441209700580077569l,25,5,NUM
dante_01_441209700580077569l,26,quedas,NOUN
dante_01_441209700580077569l,27,seguidas,ADJ
dante_01_441209778648653824l,1,$PETR3,X
dante_01_441209778648653824l,2,-,PUNCT
dante_01_441209778648653824l,3,Petrobras,PROPN
dante_01_441209778648653824l,4,(,PUNCT
dante_01_441209778648653824l,5,petr,PROPN
dante_01_441209778648653824l,6,),PUNCT
dante_01_441209778648653824l,7,-,PUNCT
dante_01_441209778648653824l,8,candidatos,NOUN
dante_01_441209778648653824l,9,Indicados,VERB
dante_01_441209778648653824l,10,Por,ADP
dante_01_441209778648653824l,11,o,DET
dante_01_441209778648653824l,12,Acionista,NOUN
dante_01_441209778648653824l,13,Controlador,ADJ
dante_01_441209778648653824l,14,Para,ADP
dante_01_441209778648653824l,15,O,DET
dante_01_441209778648653824l,16,Ca,PROPN
dante_01_441209778648653824l,17,E,CCONJ
dante_01_441209778648653824l,18,Cf,PROPN
dante_01_441209778648653824l,19,http://t.co/D7kOIsDzeZ,SYM
dante_01_441215300357586944l,1,$PETR3,X
dante_01_441215300357586944l,2,-,PUNCT
dante_01_441215300357586944l,3,Petrobras,PROPN
dante_01_441215300357586944l,4,(,PUNCT
dante_01_441215300357586944l,5,petr,PROPN
dante_01_441215300357586944l,6,),PUNCT
dante_01_441215300357586944l,7,-,PUNCT
dante_01_441215300357586944l,8,Candidatos,NOUN
dante_01_441215300357586944l,9,Ind.,VERB
dante_01_441215300357586944l,10,Por,ADP
dante_01_441215300357586944l,11,os,DET
dante_01_441215300357586944l,12,Acionistas,NOUN
dante_01_441215300357586944l,13,Nao,ADV
dante_01_441215300357586944l,14,Controladores,ADJ
dante_01_441215300357586944l,15,P.,ADP
dante_01_441215300357586944l,16,Ca,PROPN
dante_01_441215300357586944l,17,E,CCONJ
dante_01_441215300357586944l,18,Cf,PROPN
dante_01_441215300357586944l,19,http://t.co/3ikzgdwt6j,SYM
dante_01_441215587843178496l,1,BBAS3,PROPN
dante_01_441215587843178496l,2,comprar,VERB
dante_01_441215587843178496l,3,por,ADP
dante_01_441215587843178496l,4,R$,SYM
dante_01_441215587843178496l,5,"20,05",NUM
dante_01_441215587843178496l,6,indicado,VERB
dante_01_441215587843178496l,7,em,ADP
dante_01_441215587843178496l,8,27/02/2014,NUM
dante_01_441215587843178496l,9,10:41,NUM
dante_01_441215587843178496l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215631241641984l,1,BISA3,PROPN
dante_01_441215631241641984l,2,comprar,VERB
dante_01_441215631241641984l,3,por,ADP
dante_01_441215631241641984l,4,R$,SYM
dante_01_441215631241641984l,5,"1,47",NUM
dante_01_441215631241641984l,6,indicado,VERB
dante_01_441215631241641984l,7,em,ADP
dante_01_441215631241641984l,8,17/02/2014,NUM
dante_01_441215631241641984l,9,10:33,NUM
dante_01_441215631241641984l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215669518872576l,1,BRAP4,PROPN
dante_01_441215669518872576l,2,vender,VERB
dante_01_441215669518872576l,3,por,ADP
dante_01_441215669518872576l,4,R$,SYM
dante_01_441215669518872576l,5,"22,25",NUM
dante_01_441215669518872576l,6,indicado,VERB
dante_01_441215669518872576l,7,em,ADP
dante_01_441215669518872576l,8,19/02/2014,NUM
dante_01_441215669518872576l,9,10:14,NUM
dante_01_441215669518872576l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215713227718656l,1,BRKM5,PROPN
dante_01_441215713227718656l,2,vender,VERB
dante_01_441215713227718656l,3,por,ADP
dante_01_441215713227718656l,4,R$,SYM
dante_01_441215713227718656l,5,"17,82",NUM
dante_01_441215713227718656l,6,indicado,VERB
dante_01_441215713227718656l,7,em,ADP
dante_01_441215713227718656l,8,18/02/2014,NUM
dante_01_441215713227718656l,9,16:36,NUM
dante_01_441215713227718656l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215788083458048l,1,CSNA3,PROPN
dante_01_441215788083458048l,2,vender,VERB
dante_01_441215788083458048l,3,por,ADP
dante_01_441215788083458048l,4,R$,SYM
dante_01_441215788083458048l,5,"10,86",NUM
dante_01_441215788083458048l,6,indicado,VERB
dante_01_441215788083458048l,7,em,ADP
dante_01_441215788083458048l,8,18/02/2014,NUM
dante_01_441215788083458048l,9,15:07,NUM
dante_01_441215788083458048l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215825853169664l,1,ELET3,PROPN
dante_01_441215825853169664l,2,comprar,VERB
dante_01_441215825853169664l,3,por,ADP
dante_01_441215825853169664l,4,R$,SYM
dante_01_441215825853169664l,5,"4,85",NUM
dante_01_441215825853169664l,6,indicado,VERB
dante_01_441215825853169664l,7,em,ADP
dante_01_441215825853169664l,8,26/02/2014,NUM
dante_01_441215825853169664l,9,13:40,NUM
dante_01_441215825853169664l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215859554414593l,1,ELET6,PROPN
dante_01_441215859554414593l,2,comprar,VERB
dante_01_441215859554414593l,3,por,ADP
dante_01_441215859554414593l,4,R$,SYM
dante_01_441215859554414593l,5,"9,06",NUM
dante_01_441215859554414593l,6,indicado,VERB
dante_01_441215859554414593l,7,em,ADP
dante_01_441215859554414593l,8,27/02/2014,NUM
dante_01_441215859554414593l,9,13:41,NUM
dante_01_441215859554414593l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215891921858561l,1,ELPL4,PROPN
dante_01_441215891921858561l,2,vender,VERB
dante_01_441215891921858561l,3,por,ADP
dante_01_441215891921858561l,4,R$,SYM
dante_01_441215891921858561l,5,"7,96",NUM
dante_01_441215891921858561l,6,indicado,VERB
dante_01_441215891921858561l,7,em,ADP
dante_01_441215891921858561l,8,28/02/2014,NUM
dante_01_441215891921858561l,9,11:33,NUM
dante_01_441215891921858561l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215926608736256l,1,ESTC3,PROPN
dante_01_441215926608736256l,2,comprar,VERB
dante_01_441215926608736256l,3,por,ADP
dante_01_441215926608736256l,4,R$,SYM
dante_01_441215926608736256l,5,"20,63",NUM
dante_01_441215926608736256l,6,indicado,VERB
dante_01_441215926608736256l,7,em,ADP
dante_01_441215926608736256l,8,25/02/2014,NUM
dante_01_441215926608736256l,9,10:30,NUM
dante_01_441215926608736256l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215956757405697l,1,GFSA3,PROPN
dante_01_441215956757405697l,2,comprar,VERB
dante_01_441215956757405697l,3,por,ADP
dante_01_441215956757405697l,4,R$,SYM
dante_01_441215956757405697l,5,"3,09",NUM
dante_01_441215956757405697l,6,indicado,VERB
dante_01_441215956757405697l,7,em,ADP
dante_01_441215956757405697l,8,26/02/2014,NUM
dante_01_441215956757405697l,9,11:21,NUM
dante_01_441215956757405697l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441215991377182720l,1,GGBR4,PROPN
dante_01_441215991377182720l,2,vender,VERB
dante_01_441215991377182720l,3,por,ADP
dante_01_441215991377182720l,4,R$,SYM
dante_01_441215991377182720l,5,"17,84",NUM
dante_01_441215991377182720l,6,indicado,VERB
dante_01_441215991377182720l,7,em,ADP
dante_01_441215991377182720l,8,03/01/2014,NUM
dante_01_441215991377182720l,9,15:26,NUM
dante_01_441215991377182720l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216020401762305l,1,GOAU4,PROPN
dante_01_441216020401762305l,2,vender,VERB
dante_01_441216020401762305l,3,por,ADP
dante_01_441216020401762305l,4,R$,SYM
dante_01_441216020401762305l,5,"22,38",NUM
dante_01_441216020401762305l,6,indicado,VERB
dante_01_441216020401762305l,7,em,ADP
dante_01_441216020401762305l,8,03/01/2014,NUM
dante_01_441216020401762305l,9,15:08,NUM
dante_01_441216020401762305l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216053905850368l,1,GOLL4,PROPN
dante_01_441216053905850368l,2,vender,VERB
dante_01_441216053905850368l,3,por,ADP
dante_01_441216053905850368l,4,R$,SYM
dante_01_441216053905850368l,5,"11,05",NUM
dante_01_441216053905850368l,6,indicado,VERB
dante_01_441216053905850368l,7,em,ADP
dante_01_441216053905850368l,8,28/02/2014,NUM
dante_01_441216053905850368l,9,14:30,NUM
dante_01_441216053905850368l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216085618995201l,1,ITUB4,PROPN
dante_01_441216085618995201l,2,vender,VERB
dante_01_441216085618995201l,3,por,ADP
dante_01_441216085618995201l,4,R$,SYM
dante_01_441216085618995201l,5,"31,16",NUM
dante_01_441216085618995201l,6,indicado,VERB
dante_01_441216085618995201l,7,em,ADP
dante_01_441216085618995201l,8,28/02/2014,NUM
dante_01_441216085618995201l,9,13:26,NUM
dante_01_441216085618995201l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216119592869888l,1,JBSS3,PROPN
dante_01_441216119592869888l,2,comprar,VERB
dante_01_441216119592869888l,3,por,ADP
dante_01_441216119592869888l,4,R$,SYM
dante_01_441216119592869888l,5,"7,69",NUM
dante_01_441216119592869888l,6,indicado,VERB
dante_01_441216119592869888l,7,em,ADP
dante_01_441216119592869888l,8,28/02/2014,NUM
dante_01_441216119592869888l,9,10:18,NUM
dante_01_441216119592869888l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216148625833984l,1,KROT3,PROPN
dante_01_441216148625833984l,2,comprar,VERB
dante_01_441216148625833984l,3,por,ADP
dante_01_441216148625833984l,4,R$,SYM
dante_01_441216148625833984l,5,"39,52",NUM
dante_01_441216148625833984l,6,indicado,VERB
dante_01_441216148625833984l,7,em,ADP
dante_01_441216148625833984l,8,20/02/2014,NUM
dante_01_441216148625833984l,9,12:11,NUM
dante_01_441216148625833984l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216198681055232l,1,$PETR3,X
dante_01_441216198681055232l,2,-,PUNCT
dante_01_441216198681055232l,3,Petrobras,PROPN
dante_01_441216198681055232l,4,(,PUNCT
dante_01_441216198681055232l,5,petr,PROPN
dante_01_441216198681055232l,6,),PUNCT
dante_01_441216198681055232l,7,-,PUNCT
dante_01_441216198681055232l,8,Candidatos,NOUN
dante_01_441216198681055232l,9,Indicados,VERB
dante_01_441216198681055232l,10,Por,ADP
dante_01_441216198681055232l,11,o,DET
dante_01_441216198681055232l,12,Acionista,NOUN
dante_01_441216198681055232l,13,Nao,ADV
dante_01_441216198681055232l,14,Controlador,ADJ
dante_01_441216198681055232l,15,Para,ADP
dante_01_441216198681055232l,16,O,DET
dante_01_441216198681055232l,17,Ca,PROPN
dante_01_441216198681055232l,18,http://t.co/0UddVivQ3V,SYM
dante_01_441216204091322368l,1,LLXL3,PROPN
dante_01_441216204091322368l,2,vender,VERB
dante_01_441216204091322368l,3,por,ADP
dante_01_441216204091322368l,4,R$,SYM
dante_01_441216204091322368l,5,1,NUM
dante_01_441216204091322368l,6,indicado,VERB
dante_01_441216204091322368l,7,em,ADP
dante_01_441216204091322368l,8,16/01/2014,NUM
dante_01_441216204091322368l,9,15:12,NUM
dante_01_441216204091322368l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216288275173376l,1,MRFG3,PROPN
dante_01_441216288275173376l,2,comprar,VERB
dante_01_441216288275173376l,3,por,ADP
dante_01_441216288275173376l,4,R$,SYM
dante_01_441216288275173376l,5,"3,9",NUM
dante_01_441216288275173376l,6,indicado,VERB
dante_01_441216288275173376l,7,em,ADP
dante_01_441216288275173376l,8,21/02/2014,NUM
dante_01_441216288275173376l,9,12:04,NUM
dante_01_441216288275173376l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216321779298304l,1,MRVE3,PROPN
dante_01_441216321779298304l,2,comprar,VERB
dante_01_441216321779298304l,3,por,ADP
dante_01_441216321779298304l,4,R$,SYM
dante_01_441216321779298304l,5,"8,1",NUM
dante_01_441216321779298304l,6,indicado,VERB
dante_01_441216321779298304l,7,em,ADP
dante_01_441216321779298304l,8,28/02/2014,NUM
dante_01_441216321779298304l,9,13:33,NUM
dante_01_441216321779298304l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216406466486272l,1,OIBR4,PROPN
dante_01_441216406466486272l,2,vender,VERB
dante_01_441216406466486272l,3,por,ADP
dante_01_441216406466486272l,4,R$,SYM
dante_01_441216406466486272l,5,"4,27",NUM
dante_01_441216406466486272l,6,indicado,VERB
dante_01_441216406466486272l,7,em,ADP
dante_01_441216406466486272l,8,17/02/2014,NUM
dante_01_441216406466486272l,9,11:49,NUM
dante_01_441216406466486272l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216450670243841l,1,PDGR3,PROPN
dante_01_441216450670243841l,2,comprar,VERB
dante_01_441216450670243841l,3,por,ADP
dante_01_441216450670243841l,4,R$,SYM
dante_01_441216450670243841l,5,"1,56",NUM
dante_01_441216450670243841l,6,indicado,VERB
dante_01_441216450670243841l,7,em,ADP
dante_01_441216450670243841l,8,27/02/2014,NUM
dante_01_441216450670243841l,9,15:46,NUM
dante_01_441216450670243841l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216481817149440l,1,PETR3,PROPN
dante_01_441216481817149440l,2,vender,VERB
dante_01_441216481817149440l,3,por,ADP
dante_01_441216481817149440l,4,R$,SYM
dante_01_441216481817149440l,5,"13,21",NUM
dante_01_441216481817149440l,6,indicado,VERB
dante_01_441216481817149440l,7,em,ADP
dante_01_441216481817149440l,8,19/02/2014,NUM
dante_01_441216481817149440l,9,10:11,NUM
dante_01_441216481817149440l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216514729848832l,1,PETR4,PROPN
dante_01_441216514729848832l,2,vender,VERB
dante_01_441216514729848832l,3,por,ADP
dante_01_441216514729848832l,4,R$,SYM
dante_01_441216514729848832l,5,"14,38",NUM
dante_01_441216514729848832l,6,indicado,VERB
dante_01_441216514729848832l,7,em,ADP
dante_01_441216514729848832l,8,17/02/2014,NUM
dante_01_441216514729848832l,9,16:44,NUM
dante_01_441216514729848832l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216545230823424l,1,RSID3,PROPN
dante_01_441216545230823424l,2,comprar,VERB
dante_01_441216545230823424l,3,por,ADP
dante_01_441216545230823424l,4,R$,SYM
dante_01_441216545230823424l,5,"1,75",NUM
dante_01_441216545230823424l,6,indicado,VERB
dante_01_441216545230823424l,7,em,ADP
dante_01_441216545230823424l,8,27/02/2014,NUM
dante_01_441216545230823424l,9,13:29,NUM
dante_01_441216545230823424l,10,http://t.co/zJRs3Eeyz9,SYM
dante_01_441216604987068417l,1,USIM5,PROPN
dante_01_441216604987068417l,2,vender,VERB
dante_01_441216604987068417l,3,por,ADP
dante_01_441216604987068417l,4,R$,SYM
dante_01_441216604987068417l,5,"11,64",NUM
